Date	Annee	Mois	jour	TEMP_EAU	pH	COND	O2	DBO5	MES	COD	NH4	NO2	NO3	NKj	SIO	PTO	PO4	SO4	HCO3	CHLA	PheoP	Na	K	Cl	Ca	Mg
19801021	1980	10	21	13.600000	7.700000	616.000000	5.200000	6.100000	-1.000000	-1.000000	2.500000	0.450000	14.500000	6.100000	-1.000000	1.240000	3.100000	51.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	31.000000	-1.000000	-1.000000
19801125	1980	11	25	11.200000	7.900000	661.000000	5.900000	-1.000000	-1.000000	-1.000000	4.000000	0.550000	19.400000	6.900000	-1.000000	0.118000	2.400000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
19810311	1981	3	11	12.700000	7.800000	585.000000	8.400000	3.400000	32.000000	-1.000000	1.290000	0.263000	19.000000	1.500000	-1.000000	-1.000000	1.000000	40.000000	244.000000	-1.000000	-1.000000	13.800000	3.400000	25.000000	97.000000	5.400000
19810428	1981	4	28	10.500000	7.200000	599.000000	7.900000	10.200000	-1.000000	-1.000000	2.600000	0.400000	18.900000	5.900000	-1.000000	1.110000	1.600000	39.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	27.000000	-1.000000	-1.000000
19810519	1981	5	19	16.000000	7.200000	514.000000	6.600000	5.000000	-1.000000	-1.000000	1.100000	0.750000	18.900000	3.900000	-1.000000	0.590000	1.200000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
19810611	1981	6	11	20.200001	8.400000	492.000000	8.300000	3.900000	83.000000	-1.000000	0.257000	0.329000	17.299999	1.600000	-1.000000	-1.000000	0.750000	32.000000	248.000000	-1.000000	-1.000000	11.200000	4.100000	16.000000	90.000000	7.500000
19810616	1981	6	16	21.000000	7.400000	497.000000	5.000000	4.700000	-1.000000	-1.000000	0.800000	0.300000	12.300000	2.300000	-1.000000	0.690000	1.600000	31.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	18.000000	-1.000000	-1.000000
19810721	1981	7	21	19.200001	7.900000	550.000000	7.800000	4.900000	-1.000000	-1.000000	1.030000	0.329000	18.600000	1.500000	-1.000000	0.458000	1.200000	35.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	20.000000	-1.000000	-1.000000
19810818	1981	8	18	22.000000	7.800000	568.000000	7.500000	5.500000	-1.000000	-1.000000	2.120000	0.526000	14.600000	2.700000	-1.000000	0.915000	2.400000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
19810825	1981	8	25	19.600000	7.600000	575.000000	7.100000	7.700000	-1.000000	-1.000000	2.100000	0.350000	16.000000	2.500000	-1.000000	0.820000	1.900000	35.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	24.000000	-1.000000	-1.000000
19810909	1981	9	9	21.200001	7.900000	602.000000	6.900000	5.400000	14.000000	-1.000000	2.890000	0.329000	14.600000	5.400000	-1.000000	-1.000000	2.650000	45.000000	282.000000	-1.000000	-1.000000	20.200001	5.000000	28.000000	110.000000	7.000000
19810922	1981	9	22	18.400000	7.000000	602.000000	5.800000	6.700000	-1.000000	-1.000000	3.200000	0.300000	12.800000	3.500000	-1.000000	1.080000	2.500000	41.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	29.000000	-1.000000	-1.000000
19811008	1981	10	8	15.200000	7.700000	607.000000	5.700000	5.100000	-1.000000	-1.000000	3.730000	0.394000	17.299999	2.500000	-1.000000	1.140000	2.500000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
19811020	1981	10	20	12.900000	7.600000	516.000000	7.500000	8.100000	-1.000000	-1.000000	1.100000	0.330000	18.500000	2.300000	-1.000000	0.750000	1.100000	32.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	20.000000	-1.000000	-1.000000
19811117	1981	11	17	8.300000	7.800000	627.000000	9.400000	7.100000	-1.000000	-1.000000	2.960000	0.361000	16.400000	3.500000	-1.000000	0.719000	1.750000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
19811208	1981	12	8	6.200000	7.800000	560.000000	10.200000	7.000000	60.000000	-1.000000	0.771000	0.329000	14.600000	0.900000	-1.000000	-1.000000	0.800000	28.000000	273.000000	-1.000000	-1.000000	10.000000	3.400000	16.000000	100.000000	5.100000
19820420	1982	4	20	12.500000	8.100000	595.000000	8.300000	9.200000	-1.000000	-1.000000	0.850000	0.390000	18.900000	3.800000	-1.000000	0.588000	1.000000	31.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	22.000000	-1.000000	-1.000000
19820511	1982	5	11	13.600000	7.900000	568.000000	7.400000	9.100000	-1.000000	-1.000000	0.600000	0.590000	17.200001	1.500000	-1.000000	0.654000	1.000000	33.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	23.000000	-1.000000	-1.000000
19820615	1982	6	15	22.900000	7.600000	648.000000	1.100000	7.300000	-1.000000	-1.000000	4.950000	0.950000	11.500000	5.500000	-1.000000	1.440000	2.500000	59.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	32.000000	-1.000000	-1.000000
19820622	1982	6	22	21.600000	7.600000	682.000000	5.400000	7.500000	-1.000000	-1.000000	4.600000	0.620000	13.700000	5.200000	-1.000000	1.240000	2.400000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
19820720	1982	7	20	23.900000	7.700000	660.000000	3.500000	7.900000	-1.000000	-1.000000	5.600000	0.720000	8.800000	6.700000	-1.000000	1.210000	1.500000	62.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	33.000000	-1.000000	-1.000000
